District,Category,Bathroom,Direction,House Status,Verification,Land Area (m2),Land Used Area (m2),Width (m),Alley Width (m),Price (bil),Price/m2 (mil),Floor,Have Mezzanine,Have Rooftop,Have Basement,Have Attic,Near Market,Near Hospital,Near Center,Near Frontage,Securities Space,Comfortable Space,Have Car Park,Larger Rear,Alley Surface,Urgent Sale
2,1,2.0,3,1,2,3.9815490680767565,4.511957804265912,1.4816045409242156,1.791759469228055,4.15,78.9,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2,1,1.0,2,1,2,3.8394523125933104,4.5217885770490405,1.5040773967762742,1.252762968495368,1.19,26.2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2,1,5.0,3,1,2,4.430816798843313,5.176149732573829,1.9459101490553132,2.1972245773362196,5.3,63.9,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1,4.0,3,1,2,4.394449154672439,5.239628370199357,1.8196988379172965,2.1972245773362196,5.6,70.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,1,3.0,2,2,2,3.4339872044851463,4.394449154672439,1.791759469228055,1.9459101490553132,1.69,56.3,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,3.0,3,1,2,4.02535169073515,4.564348191467836,1.413423028508143,1.3862943611198906,2.7,49.1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1,3.0,3,1,2,3.332204510175204,4.330733340286331,1.4350845252893227,1.0986122886681098,1.8,66.7,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1,4.0,3,2,2,3.9318256327243257,4.9684234452869465,1.8453002361560848,1.9459101490553132,3.65,73.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,1,3.0,2,1,2,3.8918202981106265,4.465908118654584,1.6094379124341003,1.9459101490553132,2.35,49.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,3.0,3,1,2,3.5610460826040513,4.789988622980633,1.3862943611198906,1.9459101490553132,2.35,68.8,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,2.0,3,1,2,4.42484663185681,4.835487941050301,1.8718021769015913,1.6094379124341003,3.35,40.6,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2,1,2.0,2,1,2,3.9318256327243257,4.483002552013883,1.6272778305624314,1.791759469228055,3.37,67.4,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2,1,3.0,3,1,2,3.6109179126442243,4.394449154672439,1.3862943611198906,1.9459101490553132,2.25,62.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,3.0,2,2,2,3.713572066704308,4.418840607796598,1.6094379124341003,1.6094379124341003,2.25,56.2,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2,1,1.0,2,2,2,4.1588830833596715,4.418840607796598,1.3987168811184478,1.6094379124341003,1.5,23.8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,5.0,3,1,2,4.074141854904581,5.156177599386914,1.6094379124341003,1.9459101490553132,4.9,84.8,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2,1,4.0,3,2,2,3.970291913552122,4.812184355372417,1.6094379124341003,2.302585092994046,4.9,94.2,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2,1,3.0,2,2,2,3.9926809084456005,5.078916801512661,1.791759469228055,1.6094379124341003,1.95,36.7,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,5.0,3,2,2,4.4331949212482815,5.2847254130285695,1.7047480922384253,1.9459101490553132,5.5,66.1,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2,1,3.0,3,2,2,4.771531723203316,5.035653057071544,1.8082887711792655,1.9459101490553132,4.3,36.7,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2,1,2.0,4,2,2,4.276666119016055,4.276666119016055,1.6505798557652755,1.6094379124341003,1.7,23.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1,3.0,3,2,2,3.8110970868381857,4.442651256490317,1.4816045409242156,1.6094379124341003,2.36,53.4,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,2.0,2,2,2,3.828641396489095,4.51085950651685,1.3862943611198906,1.791759469228055,1.72,38.2,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,2.0,2,2,2,4.330733340286331,4.912654885736052,1.3862943611198906,1.3862943611198906,1.65,22.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2,1,1.0,2,1,2,2.468099531471619,2.468099531471619,1.308332819650179,1.3862943611198906,1.35,125.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1,2.0,2,1,2,3.2188758248682006,4.290459441148391,1.3862943611198906,3.044522437723423,1.97,82.1,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,3.0,3,1,2,3.0819099697950434,4.110873864173311,1.4350845252893227,1.0986122886681098,1.35,64.9,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,3.0,2,1,2,2.975529566236472,4.039536325727106,1.3862943611198906,1.5040773967762742,1.43,76.9,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,1,3.0,3,1,2,3.2188758248682006,4.2626798770413155,1.4350845252893227,1.0986122886681098,1.48,61.7,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1,3.0,3,1,2,3.8918202981106265,3.979681653901961,1.4350845252893227,1.0986122886681098,1.98,41.2,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,1.0,2,1,2,4.286341384539473,4.219507705176107,1.631199404215613,1.0986122886681098,3.2,44.6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,2.0,3,1,2,3.9473901492654373,4.4331949212482815,1.7047480922384253,1.9459101490553132,3.5,68.9,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2,1,2.0,3,2,2,4.282206299391671,4.7086288943563215,1.8082887711792655,1.3862943611198906,3.2,44.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1,2.0,2,1,2,4.174387269895637,4.795790545596741,1.6094379124341003,1.3862943611198906,3.3,51.6,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1,2.0,3,2,2,4.194189897191817,4.8154311114712876,1.6094379124341003,1.0986122886681098,3.3,50.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,5.0,3,1,2,3.966511190712216,5.052416828111211,1.7047480922384253,1.9459101490553132,3.9,75.3,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,3.0,3,1,2,4.007333185232471,5.093750200806762,1.9459101490553132,1.9459101490553132,2.65,49.1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2,1,3.0,3,2,2,4.471638793363569,5.047288611744291,1.851599469584072,1.3862943611198906,4.5,52.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1,2.0,2,1,2,3.949318790171843,4.58700621536042,2.1972245773362196,1.0986122886681098,3.58,70.3,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
21,1,3.0,2,2,2,4.089332020398556,5.167639042905921,1.6094379124341003,1.7047480922384253,5.8,98.8,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
21,1,3.0,3,2,2,3.933784497209659,5.0323967858777685,1.7298840655099674,1.6094379124341003,5.3,105.8,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
21,1,1.0,2,1,2,4.133565275375382,3.169685580677429,1.547562508716013,1.252762968495368,3.3,53.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
21,1,1.0,2,3,2,4.044804116661965,3.7062280924485496,1.9600947840472698,1.0986122886681098,3.0,53.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
21,1,2.0,3,1,2,3.054001181677967,3.3068867021909143,1.6193882432872684,1.6094379124341003,2.4,118.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
21,2,16.0,3,1,2,5.172187089403825,5.172187089403825,1.9754689512968577,1.3862943611198906,15.0,85.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1,3.0,2,2,2,4.469350462845557,5.293304824724492,1.791759469228055,1.6094379124341003,6.1,70.7,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
21,1,2.0,3,2,2,5.108366782589591,4.783316371371566,2.1162555148025524,1.9459101490553132,9.0,54.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11,1,1.0,3,3,2,4.33729074083249,4.200204952921578,1.4539530095937052,1.5040773967762742,5.5,72.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,3.0,3,2,2,3.4210000089583352,4.460144413937834,1.9878743481543455,1.791759469228055,3.0,101.4,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
11,1,1.0,1,1,2,4.73707525686803,4.1713056033582285,1.5040773967762742,1.7047480922384253,7.0,61.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,3.0,2,1,2,3.8372994592322094,5.082025290182929,1.536867219599265,1.791759469228055,6.5,143.2,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,3.0,1,1,2,4.009149716158869,4.824305715904762,1.8671761085128091,0.887891257352457,4.25,78.6,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,3.0,2,1,2,4.144720769547168,5.49017662782248,1.4816045409242156,2.064327903869788,8.1,130.4,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
11,1,1.0,2,1,2,3.5667118201397288,4.2456340097683265,1.3937663759585914,1.2669476034873244,3.8,110.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
11,1,3.0,3,2,2,4.036008985209137,4.902307417210627,1.8066480817218056,1.9459101490553132,6.5,116.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,1.0,2,1,2,2.9231615807191558,3.4995332823830174,1.5173226235262949,0.6312717768418578,1.65,93.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,2.0,3,2,2,3.459466289786131,4.471638793363569,1.5040773967762742,1.8484548129046001,5.0,162.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,1.0,3,1,2,3.6609942506244004,3.6609942506244004,1.4586150226995167,1.3862943611198906,3.2,84.4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1.0,2,1,2,3.586292865338835,3.0106208860477417,1.3937663759585914,1.1786549963416462,2.7,76.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,3.0,3,1,2,3.173878458937465,3.6584202466292277,1.9198594718553708,1.4586150226995167,2.7,117.9,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,3.0,1,1,2,2.9444389791664403,3.9318256327243257,1.4906543764441333,1.0986122886681098,2.7,150.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,3.0,3,1,2,3.7999735016195233,4.964242254526545,1.5040773967762742,1.4060969884160703,7.8,178.5,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,2,1,2,3.3945083935113587,4.070734696582967,1.927164106234258,1.6351056591826783,3.3,114.6,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11,1,2.0,2,1,2,2.6741486494265287,3.332204510175204,1.4011829736136414,1.3862943611198906,1.6,118.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,3,1,2,3.6375861597263857,4.3134800921387715,1.5454325824581878,1.1755733298042381,3.8,102.7,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,2,2,2,3.4011973816621555,4.027135812528651,1.4539530095937052,1.252762968495368,3.2,110.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,2.0,3,1,2,4.023564380161053,4.826712455935327,1.62924053973028,1.6582280766035324,6.2,112.9,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,3.0,1,3,2,4.183575695950044,4.383275854074314,1.791759469228055,1.536867219599265,4.3,66.6,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,3.0,2,1,2,3.8543938925915096,5.01396308418893,1.5040773967762742,1.7404661748405046,6.8,147.2,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,3,1,2,3.2809112157876537,3.2809112157876537,2.0412203288596382,1.0986122886681098,2.6,101.6,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,4.0,2,1,2,4.030694535145645,5.230038525794742,1.589235205116581,1.9080599249242156,10.7,193.5,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1.0,2,2,2,2.785011242238338,3.4242626545931514,1.3862943611198906,1.6094379124341003,2.4,157.9,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1.0,2,1,2,3.214867803470662,3.8199077165203406,1.451613827240533,1.3297240096314962,2.9,121.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1.0,1,1,2,2.766319109226186,3.427514689979529,1.6154199841116479,1.1216775615991057,1.69,113.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,3.0,2,2,2,4.028916756899646,4.639571612705423,1.589235205116581,1.7047480922384253,5.0,90.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,2.0,2,1,2,3.7999735016195233,4.481871969643598,1.749199854809259,1.791759469228055,4.7,107.6,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
11,1,3.0,1,1,2,3.8815637979434374,4.552823705615882,1.4469189829363254,2.6210388241125804,6.0,126.3,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,1,1,2,3.414442608412176,4.091005660956586,1.766441661243765,1.0986122886681098,2.98,101.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1.0,4,2,2,3.66612246699132,4.180522258463153,1.5151272329628591,1.1817271953786161,2.8,73.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,3.0,2,1,2,4.775756486563625,5.5053315359323625,2.0794415416798357,1.589235205116581,9.5,80.8,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,3,1,2,3.367295829986474,4.04305126783455,1.7047480922384253,1.2669476034873244,2.3,82.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,1.0,3,1,2,3.3945083935113587,3.3945083935113587,1.8594181177018698,1.3862943611198906,2.7,93.8,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11,1,1.0,3,1,2,3.653252276470785,3.9684033388642534,1.5789787049493917,1.1878434223960523,3.2,85.1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1.0,2,1,2,3.4011973816621555,3.4011973816621555,1.3937663759585914,1.0224509277025458,2.35,81.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,3,1,2,3.3032169733019514,3.977810745966149,1.463255402256019,0.8153648132841944,2.7,103.1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1.0,2,1,2,3.676300671907076,3.676300671907076,1.5040773967762742,1.6094379124341003,3.9,101.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
11,1,2.0,1,3,2,3.6888794541139363,4.3694478524670215,1.749199854809259,1.3137236682850553,3.7,94.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,1.0,2,1,2,3.6506582412937387,3.977810745966149,1.410986973710262,1.3862943611198906,3.25,86.7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,3.0,3,1,2,3.594568774642695,4.638604962074329,1.3862943611198906,1.5851452198650557,4.05,114.4,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,3,1,2,4.564348191467836,5.047288611744291,1.7934247485471162,1.780024213009634,9.1,95.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,4,2,2,3.0349529867072724,3.9219733362813143,1.3862943611198906,1.252762968495368,2.3,116.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,1.0,3,1,2,2.2617630984737906,2.803360380906535,1.0647107369924282,1.1151415906193203,1.15,133.7,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,3.0,3,3,2,3.703768066607687,4.858260813670253,1.5260563034950492,1.6094379124341003,6.0,151.5,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,3.0,2,1,2,4.324132656254979,5.034351820713572,1.6094379124341003,2.302585092994046,8.75,117.4,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,4,1,2,3.7328963395307104,4.286341384539473,1.43746264769429,1.4060969884160703,3.6,88.2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1.0,3,1,2,2.9444389791664403,3.6109179126442243,1.2325602611778486,1.2119409739751128,1.7,94.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,3,1,2,2.533696813957432,3.186352633162641,1.252762968495368,1.3862943611198906,1.7,146.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,1.0,3,1,2,2.533696813957432,3.5779478934066544,1.5769147207285403,1.4816045409242156,1.85,159.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,4.0,3,1,2,4.293195420967266,5.556055562626746,1.6154199841116479,1.742219023667919,8.2,113.6,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1.0,2,2,2,4.293195420967266,4.729156165769083,2.194999882314108,2.0028304393079956,8.6,119.1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,2.0,1,1,2,3.4965075614664802,3.4965075614664802,1.5260563034950492,1.3862943611198906,3.3,103.1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1.0,2,1,2,2.617395832834079,3.66612246699132,1.3862943611198906,1.3862943611198906,1.65,129.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,1.0,4,1,2,2.7788192719904172,3.4404180948154366,1.4422019930581866,1.252762968495368,1.9,125.8,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9,1,2.0,3,1,2,3.5263605246161616,4.206184043977636,1.410986973710262,1.1939224684724346,2.85,86.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
9,2,6.0,3,3,2,4.28496492183075,4.28496492183075,1.3737155789130306,1.0986122886681098,3.1,43.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9,1,2.0,2,2,2,4.497584975308154,4.499809670330265,2.1065702090680882,1.0986122886681098,4.8,54.1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
9,1,2.0,2,3,2,4.4796069630127455,4.738826570800765,1.9065751436566365,1.3862943611198906,4.3,49.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9,1,2.0,4,2,2,3.8199077165203406,4.502029427068578,1.6094379124341003,1.6094379124341003,3.8,85.2,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9,1,2.0,4,2,2,3.720862499966987,4.248495242049359,1.9416152247724325,1.0986122886681098,2.9,72.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,2.0,2,2,2,3.9080149840306073,4.591071261608589,1.6094379124341003,1.1939224684724346,3.85,78.9,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9,1,2.0,3,1,2,4.412798293340635,4.894101477840304,1.6094379124341003,1.3862943611198906,6.2,76.1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
9,1,2.0,2,1,2,4.092676505121403,4.665324108807838,1.6094379124341003,1.9459101490553132,6.0,101.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,3.0,3,2,2,4.572646994282532,5.19184512203752,1.6134299337036377,1.7817091333745536,8.5,88.7,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
9,1,5.0,2,2,2,3.9318256327243257,5.078916801512661,1.6389967146756448,2.1972245773362196,7.0,140.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9,1,2.0,2,2,2,3.4468078929142076,4.123903364463645,1.6094379124341003,1.6094379124341003,2.49,81.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,3.0,3,1,2,3.4404180948154366,4.050044303325521,1.33500106673234,1.5040773967762742,4.3,142.6,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
9,1,3.0,3,3,2,3.4436180975461075,4.398146016553765,1.5040773967762742,1.3862943611198906,3.8,125.4,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9,1,2.0,3,1,2,3.744787086052232,3.9318256327243257,1.6094379124341003,1.3862943611198906,3.5,84.7,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
